n_frag,method,precision,recall,f1,ari,exact_slip,clean_fragments,same_slip_precision,cross_slip_rate,solve_s,top1,top50,precision_sd,recall_sd,f1_sd,ari_sd,exact_slip_sd,clean_fragments_sd,same_slip_precision_sd,cross_slip_rate_sd,n_seeds
5061,latent,0.5090022505626407,0.6358950328022493,0.5654166666666668,0.5054050983814851,0.2809239940387481,0.2805769610748864,0.7003000750187547,0.2996999249812453,901.5679380893708,0.3612933458294283,0.8158388003748829,,,,,,,,,1
5061,matching,0.1738929889298893,0.3533270852858481,0.2330757341576507,0.0717734340609466,0.0007451564828614,0.0077059869590989,0.2320110701107011,0.7679889298892989,5.395802736282349,0.3612933458294283,0.8158388003748829,,,,,,,,,1
5061,mutual,0.2670504871567759,0.2825679475164011,0.2745901639344262,0.1783867567700557,0.0700447093889716,0.1525390239083185,0.3551815766164747,0.6448184233835252,0.0,0.3612933458294283,0.8158388003748829,,,,,,,,,1
5061,top1,0.1523414344991108,0.3612933458294283,0.2143154968728283,0.0740732331964941,0.0275707898658718,0.0895080023710729,0.2017387868010274,0.7982612131989726,0.0,0.3612933458294283,0.8158388003748829,,,,,,,,,1
5131,expert_top1,1.0,0.3550962893377172,0.5240901213171577,0.232792701308696,0.2765179224579371,0.4786591307737283,1.0,0.0,0.0,0.3550962893377172,0.8210427430718648,,,,,,,,,1
5131,expert_top10,1.0,0.6406763738844528,0.7809905525336387,0.4199090709928827,0.5303584491587418,0.6476320405379068,1.0,0.0,0.0,0.3550962893377172,0.8210427430718648,,,,,,,,,1
5131,expert_top5,1.0,0.5598872710192578,0.7178560674495633,0.3689162122685993,0.4411119239209948,0.5876047554083025,1.0,0.0,0.0,0.3550962893377172,0.8210427430718648,,,,,,,,,1
5131,expert_top50,1.0,0.8210427430718648,0.9017281403146764,0.5390868228942314,0.7425018288222385,0.8033521730656792,1.0,0.0,0.0,0.3550962893377172,0.8210427430718648,,,,,,,,,1
5131,latent,0.4931405265109381,0.624706434945984,0.5511811023622047,0.4779320316654297,0.2896854425749817,0.2800623660105242,0.6814979606970708,0.3185020393029292,901.6800999641418,0.3550962893377172,0.8210427430718648,,,,,,,,,1
5131,matching,0.1649740464906341,0.3433536871770784,0.2228658536585366,0.0602771607458825,0.0051207022677395,0.0081855388813096,0.2171067479124351,0.7828932520875649,5.862328052520752,0.3550962893377172,0.8210427430718648,,,,,,,,,1
5131,mutual,0.2706401766004415,0.2879286049788633,0.2790168411470187,0.1761549427877161,0.0848573518653986,0.1685831221984018,0.3509933774834437,0.6490066225165563,0.0,0.3550962893377172,0.8210427430718648,,,,,,,,,1
5131,top1,0.1473396998635743,0.3550962893377172,0.2082644628099173,0.0671807457916736,0.043891733723482,0.0935490157863964,0.1943091015396608,0.8056908984603391,0.0,0.3550962893377172,0.8210427430718648,,,,,,,,,1
