state,n_slips,seed,n_frag,n_true_joins,top1,top5,top10,top50,mrr,method,theta,solve_s,status,precision,recall,f1,exact_slip,clean_fragments,n_pred,n_true,ari,same_slip_precision,cross_slip_joins,cross_slip_rate,review_pairs,n_arcs,objective
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,top1,,0.0,-,0.32916666666666666,0.7729941291585127,0.46171829339567505,0.07975460122699386,0.11916666666666667,1200,511,0.16131473699646434,0.45166666666666666,658,0.5483333333333333,,,
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,mutual,,0.0,-,0.5069444444444444,0.7142857142857143,0.5930138099106418,0.17791411042944785,0.20083333333333334,720,511,0.4154431151817763,0.6708333333333333,237,0.3291666666666667,,,
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,expert_top1,,0.0,-,1.0,0.7729941291585127,0.8719646799116998,0.6993865030674846,0.7566666666666667,395,511,0.48633599191934473,1.0,0,0.0,1200.0,,
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,expert_top5,,0.0,-,1.0,0.9119373776908023,0.9539406345957011,0.8680981595092024,0.885,466,511,0.5753155765541677,1.0,0,0.0,6000.0,,
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,expert_top10,,0.0,-,1.0,0.9510763209393346,0.9749247743229689,0.9263803680981595,0.9341666666666667,486,511,0.6042805101245309,1.0,0,0.0,12000.0,,
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,expert_top50,,0.0,-,1.0,0.9960861056751468,0.9980392156862744,0.9938650306748467,0.995,509,511,0.638876570574708,1.0,0,0.0,60000.0,,
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,full,2.9444389791664394,2.1900546550750732,OPTIMAL,0.6686567164179105,0.8767123287671232,0.7586790855207451,0.4723926380368098,0.43333333333333335,670,511,0.7774713967657707,0.9492537313432836,34,0.05074626865671639,,968.0,3586.237
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,no_length,4.595119850134589,0.10281729698181152,OPTIMAL,0.6703645007923931,0.8277886497064579,0.7408056042031523,0.42024539877300615,0.4175,631,511,0.6932934700192114,0.9286846275752774,45,0.07131537242472263,,696.0,2574.962
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,no_notch,2.9444389791664394,0.37584900856018066,OPTIMAL,0.6641901931649331,0.8747553816046967,0.7550675675675677,0.46932515337423314,0.4275,673,511,0.7755421096122609,0.9450222882615156,37,0.054977711738484425,,968.0,3592.91
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,no_width,2.9444389791664394,2.3203752040863037,OPTIMAL,0.6493506493506493,0.8806262230919765,0.7475083056478405,0.4447852760736196,0.395,693,511,0.7438468541795726,0.911976911976912,61,0.088023088023088,,1247.0,3661.583
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,no_strat,4.595119850134589,15.816409349441528,OPTIMAL,0.6082317073170732,0.7808219178082192,0.6838046272493573,0.36503067484662577,0.3433333333333333,656,511,0.6224037531840291,0.8307926829268293,111,0.16920731707317072,,1336.0,2673.791
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,no_hand,2.9444389791664394,2.2270803451538086,OPTIMAL,0.6551724137931034,0.8551859099804305,0.7419354838709679,0.4294478527607362,0.4,667,511,0.7344253599611854,0.9235382308845578,51,0.07646176911544222,,965.0,3153.744
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,latent,0.8472978603872034,44.2763237953186,OPTIMAL,0.6762177650429799,0.923679060665362,0.7808105872622001,0.4785276073619632,0.44166666666666665,698,511,0.8347661558362147,0.9641833810888252,25,0.035816618911174825,,1817.0,7645.416
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,latent_no_notch,0.8472978603872034,7.27049446105957,OPTIMAL,0.6619318181818182,0.9119373776908023,0.7670781893004115,0.4601226993865031,0.4241666666666667,704,511,0.8085716084434861,0.9446022727272727,39,0.05539772727272729,,1817.0,7670.479
P3,400,0,1200,511,0.7729941291585127,0.9119373776908023,0.9510763209393346,0.9960861056751468,0.83798866390971,latent_no_hand,1.7346010553881064,4.831099033355713,OPTIMAL,0.6519886363636364,0.898238747553816,0.7555555555555555,0.450920245398773,0.4033333333333333,704,511,0.7767998080514197,0.9318181818181818,48,0.06818181818181823,,1364.0,3961.406
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,top1,,0.0,-,0.3118466898954704,0.7665952890792291,0.443343653250774,0.09006211180124224,0.11585365853658537,1148,467,0.16885725961781858,0.42857142857142855,656,0.5714285714285714,,,
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,mutual,,0.0,-,0.4896142433234421,0.7066381156316917,0.5784399649430324,0.20186335403726707,0.22473867595818817,674,467,0.40370841893741705,0.6513353115727003,235,0.3486646884272997,,,
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,expert_top1,,0.0,-,1.0,0.7665952890792291,0.8678787878787879,0.7018633540372671,0.7656794425087108,358,467,0.4836039617919768,1.0,0,0.0,1148.0,,
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,expert_top5,,0.0,-,1.0,0.9207708779443254,0.9587513935340023,0.8850931677018633,0.8989547038327527,430,467,0.5697744842524526,1.0,0,0.0,5740.0,,
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,expert_top10,,0.0,-,1.0,0.9507494646680942,0.9747530186608122,0.9285714285714286,0.9381533101045296,444,467,0.5928203428295512,1.0,0,0.0,11480.0,,
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,expert_top50,,0.0,-,1.0,0.9957173447537473,0.9978540772532188,0.9937888198757764,0.9947735191637631,465,467,0.6234852506348243,1.0,0,0.0,57400.0,,
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,full,2.9444389791664394,5.269810914993286,OPTIMAL,0.6555023923444976,0.880085653104925,0.7513711151736746,0.4472049689440994,0.4346689895470383,627,467,0.7790421047609867,0.9473684210526315,33,0.052631578947368474,,901.0,3174.461
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,no_length,4.595119850134589,0.1714036464691162,OPTIMAL,0.6426116838487973,0.8008565310492506,0.7130600571973308,0.38509316770186336,0.40156794425087106,582,467,0.6406619359423044,0.9072164948453608,54,0.09278350515463918,,653.0,2245.006
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,no_notch,2.9444389791664394,1.4258172512054443,OPTIMAL,0.6497622820919176,0.8779443254817987,0.7468123861566484,0.4440993788819876,0.4294425087108014,631,467,0.7701682469427396,0.9381933438985737,39,0.06180665610142633,,901.0,3181.485
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,no_width,2.9444389791664394,3.4036970138549805,OPTIMAL,0.6306027820710973,0.8736616702355461,0.732495511669659,0.4192546583850932,0.4024390243902439,647,467,0.7543800317102495,0.9088098918083463,59,0.09119010819165374,,1205.0,3245.556
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,no_strat,4.595119850134589,2.8766398429870605,OPTIMAL,0.6,0.7708779443254818,0.6747891283973757,0.37267080745341613,0.37369337979094075,600,467,0.609283704552759,0.8233333333333334,106,0.17666666666666664,,1148.0,2333.265
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,no_hand,2.9444389791664394,1.5950024127960205,OPTIMAL,0.64,0.8565310492505354,0.7326007326007327,0.43167701863354035,0.42334494773519166,625,467,0.7402472408279331,0.9136,54,0.08640000000000003,,909.0,2768.032
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,latent,0.8472978603872034,58.08802247047424,OPTIMAL,0.651840490797546,0.9100642398286938,0.7596067917783736,0.43167701863354035,0.42247386759581884,652,467,0.8223766479884527,0.9570552147239264,28,0.042944785276073594,,1765.0,7031.663
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,latent_no_notch,0.8472978603872034,22.72337055206299,OPTIMAL,0.6403641881638846,0.9036402569593148,0.74955595026643,0.4254658385093168,0.4094076655052265,659,467,0.8140542970841631,0.9453717754172989,36,0.05462822458270111,,1765.0,7056.031
P3,400,1,1148,467,0.7665952890792291,0.9207708779443254,0.9507494646680942,0.9957173447537473,0.836771850423304,latent_no_hand,1.7346010553881064,4.560361862182617,OPTIMAL,0.6333333333333333,0.8950749464668094,0.7417923691215617,0.43478260869565216,0.4172473867595819,660,467,0.7811912419443424,0.9166666666666666,55,0.08333333333333337,,1312.0,3516.862
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,top1,,0.0,-,0.3194570135746606,0.7724288840262582,0.45198463508322656,0.10600706713780919,0.13936651583710408,1105,457,0.17527360031886352,0.42262443438914027,638,0.5773755656108597,,,
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,mutual,,0.0,-,0.5252365930599369,0.7286652078774617,0.61044912923923,0.20848056537102475,0.22895927601809954,634,457,0.4469833387513951,0.6766561514195584,205,0.32334384858044163,,,
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,expert_top1,,0.0,-,1.0,0.7724288840262582,0.871604938271605,0.6819787985865724,0.7583710407239819,353,457,0.537667492692388,1.0,0,0.0,1105.0,,
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,expert_top5,,0.0,-,1.0,0.9299781181619255,0.9637188208616779,0.8904593639575972,0.9131221719457013,425,457,0.6470463797744717,1.0,0,0.0,5525.0,,
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,expert_top10,,0.0,-,1.0,0.949671772428884,0.9741863075196409,0.9222614840989399,0.9384615384615385,434,457,0.6614511733262316,1.0,0,0.0,11050.0,,
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,expert_top50,,0.0,-,1.0,0.9956236323851203,0.9978070175438596,0.9929328621908127,0.995475113122172,455,457,0.6951933043783677,1.0,0,0.0,55250.0,,
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,full,2.9444389791664394,3.165297269821167,OPTIMAL,0.6851851851851852,0.8905908096280087,0.774500475737393,0.5159010600706714,0.4832579185520362,594,457,0.7978935063716142,0.9461279461279462,32,0.05387205387205385,,830.0,3055.913
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,no_length,4.595119850134589,0.11399435997009277,OPTIMAL,0.6827094474153298,0.838074398249453,0.7524557956777996,0.47703180212014135,0.47239819004524886,561,457,0.7192492693426925,0.9269162210338681,41,0.07308377896613194,,619.0,2154.251
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,no_notch,2.9444389791664394,0.662822961807251,OPTIMAL,0.6845637583892618,0.8927789934354485,0.774928774928775,0.5159010600706714,0.4832579185520362,596,457,0.7965214246628135,0.9429530201342282,34,0.057046979865771785,,830.0,3067.623
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,no_width,2.9444389791664394,4.5365941524505615,OPTIMAL,0.6628664495114006,0.8905908096280087,0.7600373482726424,0.519434628975265,0.4687782805429864,614,457,0.7821964207127017,0.9136807817589576,53,0.08631921824104238,,1066.0,3126.183
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,no_strat,4.595119850134589,5.302400827407837,OPTIMAL,0.624561403508772,0.7789934354485777,0.6932814021421617,0.4204946996466431,0.4153846153846154,570,457,0.63288195531968,0.8298245614035088,97,0.1701754385964912,,1089.0,2224.655
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,no_hand,2.9444389791664394,0.8925225734710693,OPTIMAL,0.6831345826235093,0.8774617067833698,0.768199233716475,0.519434628975265,0.49049773755656106,587,457,0.773130495117883,0.9267461669505963,43,0.0732538330494037,,819.0,2620.669
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,latent,0.8472978603872034,28.575849294662476,OPTIMAL,0.6926829268292682,0.9321663019693655,0.7947761194029851,0.5477031802120141,0.5140271493212669,615,457,0.8541176391255547,0.9560975609756097,27,0.04390243902439028,,1530.0,6745.03
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,latent_no_notch,0.8472978603872034,18.468015670776367,OPTIMAL,0.6806451612903226,0.9234135667396062,0.7836583101207056,0.5300353356890459,0.4995475113122172,620,457,0.8487915992027572,0.9483870967741935,32,0.05161290322580647,,1530.0,6776.528
P3,400,2,1105,457,0.7724288840262582,0.9299781181619255,0.949671772428884,0.9956236323851203,0.8416404517192274,latent_no_hand,1.7346010553881064,6.34904932975769,OPTIMAL,0.6790322580645162,0.9212253829321663,0.7818012999071495,0.5229681978798587,0.485972850678733,620,457,0.8180574902905855,0.9290322580645162,44,0.07096774193548383,,1169.0,3317.304
P3,400,3,1121,473,0.7716701902748414,0.9260042283298098,0.9534883720930233,0.9809725158562368,0.8381647320242266,top1,,0.0,-,0.3256021409455843,0.7716701902748414,0.4579673776662484,0.1111111111111111,0.13648528099910795,1121,473,0.14887792107887515,0.4344335414808207,634,0.5655664585191793,,,
