state,seed,method,theta,n_frag,top1,status,precision,recall,f1,exact_slip,clean_fragments,n_pred,n_true,ari,same_slip_precision,cross_slip_joins,cross_slip_rate
P3,2,full,-0.6190392084062235,697,0.7958477508650519,OPTIMAL,0.6388888888888888,0.9550173010380623,0.7656033287101248,0.5,0.44619799139167865,432,289,0.8578625331960703,0.9143518518518519,37,0.08564814814814814
P3,2,full,0.0,697,0.7958477508650519,OPTIMAL,0.6447058823529411,0.9480968858131488,0.7675070028011204,0.5,0.45050215208034433,425,289,0.8660922894428023,0.9270588235294117,31,0.07294117647058829
P3,2,full,0.8472978603872034,697,0.7958477508650519,OPTIMAL,0.6570048309178744,0.9411764705882353,0.7738264580369844,0.5224719101123596,0.4734576757532281,414,289,0.8523648667759092,0.9347826086956522,27,0.06521739130434778
P3,2,full,1.7346010553881064,697,0.7958477508650519,OPTIMAL,0.6708542713567839,0.9238754325259516,0.7772925764192139,0.5393258426966292,0.49067431850789095,398,289,0.8369888836586022,0.9472361809045227,21,0.05276381909547734
P3,2,full,2.9444389791664394,697,0.7958477508650519,OPTIMAL,0.6935483870967742,0.8927335640138409,0.7806354009077155,0.5337078651685393,0.5021520803443329,372,289,0.7964086270259918,0.956989247311828,16,0.043010752688172005
P3,2,full,4.595119850134589,697,0.7958477508650519,OPTIMAL,0.7228915662650602,0.8304498269896193,0.7729468599033816,0.550561797752809,0.539454806312769,332,289,0.7398294934940182,0.9728915662650602,9,0.027108433734939763
P3,2,full,5.806138481293727,697,0.7958477508650519,OPTIMAL,0.7605633802816901,0.7474048442906575,0.7539267015706806,0.48314606741573035,0.5193687230989957,284,289,0.6574870129779068,0.9859154929577465,4,0.014084507042253502
P3,2,latent,-1.3862943611198906,697,0.7958477508650519,OPTIMAL,0.6658653846153846,0.9584775086505191,0.7858156028368795,0.5393258426966292,0.4935437589670014,416,289,0.8831035321609859,0.9471153846153846,22,0.05288461538461542
P3,2,latent,-0.6190392084062235,697,0.7958477508650519,OPTIMAL,0.684863523573201,0.9550173010380623,0.7976878612716763,0.5786516853932584,0.5308464849354376,403,289,0.8815599428495974,0.9652605459057072,14,0.0347394540942928
P3,2,latent,0.0,697,0.7958477508650519,OPTIMAL,0.6954314720812182,0.9480968858131488,0.802342606149341,0.5842696629213483,0.539454806312769,394,289,0.8656382196505914,0.9670050761421319,13,0.032994923857868064
P3,2,latent,0.8472978603872034,697,0.7958477508650519,OPTIMAL,0.7005208333333334,0.9307958477508651,0.799405646359584,0.5674157303370787,0.5351506456241033,384,289,0.8550042480332315,0.96875,12,0.03125
P3,2,latent,1.7346010553881064,697,0.7958477508650519,OPTIMAL,0.7119565217391305,0.9065743944636678,0.797564687975647,0.5617977528089888,0.5408895265423243,368,289,0.8305749990993561,0.9755434782608695,9,0.024456521739130488
P3,2,latent,2.9444389791664394,697,0.7958477508650519,OPTIMAL,0.7240356083086054,0.8442906574394463,0.779552715654952,0.5280898876404494,0.5279770444763271,337,289,0.7756505366672408,0.9821958456973294,6,0.017804154302670572
P3,2,latent,4.595119850134589,697,0.7958477508650519,OPTIMAL,0.7664233576642335,0.726643598615917,0.7460035523978686,0.46629213483146065,0.5179340028694405,274,289,0.6435794892143268,0.9890510948905109,3,0.010948905109489093
P3,2,latent,5.806138481293727,697,0.7958477508650519,OPTIMAL,0.7802690582959642,0.6020761245674741,0.6796875000000001,0.38202247191011235,0.48493543758967,223,289,0.5369199147364278,0.9865470852017937,3,0.013452914798206317
P4,0,full,-1.3862943611198906,731,0.558641975308642,FEASIBLE,0.5906183368869936,0.8549382716049383,0.6986128625472888,0.36585365853658536,0.32694938440492477,469,324,0.7585751171826216,0.8507462686567164,70,0.14925373134328357
P4,0,full,-0.6190392084062235,731,0.558641975308642,FEASIBLE,0.5952380952380952,0.8487654320987654,0.6997455470737913,0.3902439024390244,0.35157318741450067,462,324,0.7359741869349059,0.8528138528138528,68,0.1471861471861472
P4,0,full,0.0,731,0.558641975308642,FEASIBLE,0.5974025974025974,0.8518518518518519,0.7022900763358778,0.40487804878048783,0.35841313269493846,462,324,0.7626768103400959,0.8658008658008658,62,0.1341991341991342
P4,0,full,0.8472978603872034,731,0.558641975308642,OPTIMAL,0.6129753914988815,0.845679012345679,0.7107652399481194,0.43414634146341463,0.39398084815321477,447,324,0.7462394494341867,0.8747203579418344,56,0.12527964205816555
P4,0,full,1.7346010553881064,731,0.558641975308642,OPTIMAL,0.6357142857142857,0.8240740740740741,0.717741935483871,0.4585365853658537,0.42270861833105333,420,324,0.6964564349428519,0.8785714285714286,51,0.12142857142857144
P4,0,full,2.9444389791664394,731,0.558641975308642,OPTIMAL,0.6472148541114059,0.7530864197530864,0.696148359486448,0.43414634146341463,0.4131326949384405,377,324,0.6323989606717992,0.8938992042440318,40,0.1061007957559682
P4,0,full,4.595119850134589,731,0.558641975308642,OPTIMAL,0.6958041958041958,0.6141975308641975,0.6524590163934426,0.36585365853658536,0.4186046511627907,286,324,0.5298965538549114,0.916083916083916,24,0.08391608391608396
P4,0,full,5.806138481293727,731,0.558641975308642,OPTIMAL,0.7207207207207207,0.49382716049382713,0.586080586080586,0.2975609756097561,0.3857729138166895,222,324,0.4289816312417623,0.9459459459459459,12,0.05405405405405406
P4,0,latent,-1.3862943611198906,731,0.558641975308642,FEASIBLE,0.5850340136054422,0.7962962962962963,0.6745098039215686,0.4097560975609756,0.37209302325581395,441,324,0.6557653475021316,0.8072562358276644,85,0.19274376417233563
