idx,ari,f1,exact,top1,face_loss_mm,pullout_mean_mm,face_texture_noise,p_gap,p_fragment_lost,breaks_per_slip,hand_accuracy,notch_sigma_mm,notch_tol_mm,width_tol_mm
10,0.7285956811196922,0.7657142857142857,0.5454545454545454,0.78125,1.5853125472553073,0.8530917583033443,0.2696139794774353,0.24922233740799127,0.2326774967648089,1.4203688988462089,0.5154020398855209,0.7249201205559075,12.771377675235271,0.40465384582057595
11,0.6401182065926636,0.6534216335540839,0.3228346456692913,0.49777777777777776,1.028368679061532,1.0415985115803779,0.530671944702044,0.26158543713390825,0.15198792185634374,3.4944776852615176,0.9646171933412552,1.0080660019069911,15.988240420818329,0.40465384582057595
12,0.6490392724590407,0.6221198156682028,0.2396694214876033,0.7253886010362695,0.46997776459902524,1.8617901611607521,0.3993636108934879,0.5462534552905708,0.04701528234407306,3.2507739793509245,0.7877092255651951,1.3861475702375174,25.260772325098515,0.43287897929549213
13,0.5904025330332615,0.5794392523364486,0.19008264462809918,0.5854922279792746,1.6826101358048617,1.8617901611607521,0.3993636108934879,0.5462534552905708,0.04701528234407306,3.2507739793509245,0.7877092255651951,1.3861475702375174,25.260772325098515,0.43287897929549213
14,0.6677046443674222,0.6651480637813212,0.2727272727272727,0.7305699481865285,0.46997776459902524,1.3108499645721168,0.3993636108934879,0.5462534552905708,0.04701528234407306,3.2507739793509245,0.7877092255651951,1.3861475702375174,25.260772325098515,0.43287897929549213
15,0.6961581793308738,0.6666666666666667,0.2396694214876033,0.844559585492228,0.46997776459902524,1.8617901611607521,0.2154349168296903,0.5462534552905708,0.04701528234407306,3.2507739793509245,0.7877092255651951,1.3861475702375174,25.260772325098515,0.43287897929549213
16,0.6648663983768509,0.6247086247086246,0.22033898305084745,0.7377049180327869,0.46997776459902524,1.8617901611607521,0.3993636108934879,0.5785702429711819,0.04701528234407306,3.2507739793509245,0.7877092255651951,1.3861475702375174,25.260772325098515,0.43287897929549213
17,0.6654789682019,0.6074074074074074,0.27927927927927926,0.7303370786516854,0.46997776459902524,1.8617901611607521,0.3993636108934879,0.5462534552905708,0.10359822707250715,3.2507739793509245,0.7877092255651951,1.3861475702375174,25.260772325098515,0.43287897929549213
18,0.7182444252943293,0.6354166666666667,0.3968253968253968,0.8148148148148148,0.46997776459902524,1.8617901611607521,0.3993636108934879,0.5462534552905708,0.04701528234407306,1.5242968186736106,0.7877092255651951,1.3861475702375174,25.260772325098515,0.43287897929549213
19,0.5449877158111603,0.6009852216748769,0.2727272727272727,0.7150259067357513,0.46997776459902524,1.8617901611607521,0.3993636108934879,0.5462534552905708,0.04701528234407306,3.2507739793509245,0.5724057410657406,1.3861475702375174,25.260772325098515,0.43287897929549213
20,0.6434994168844695,0.6203703703703703,0.2396694214876033,0.7253886010362695,0.46997776459902524,1.8617901611607521,0.3993636108934879,0.5462534552905708,0.04701528234407306,3.2507739793509245,0.7877092255651951,0.6741334041580558,25.260772325098515,0.43287897929549213
21,0.6397811978003283,0.5898617511520737,0.24793388429752067,0.7253886010362695,0.46997776459902524,1.8617901611607521,0.3993636108934879,0.5462534552905708,0.04701528234407306,3.2507739793509245,0.7877092255651951,1.3861475702375174,23.594599060714245,0.43287897929549213
22,0.6447747726578615,0.5954545454545455,0.18181818181818182,0.7253886010362695,0.46997776459902524,1.8617901611607521,0.3993636108934879,0.5462534552905708,0.04701528234407306,3.2507739793509245,0.7877092255651951,1.3861475702375174,25.260772325098515,0.7445589690469205
23,0.7512642745303713,0.6440677966101696,0.39285714285714285,0.8591549295774648,1.6826101358048617,1.3108499645721168,0.2154349168296903,0.5785702429711819,0.10359822707250715,1.5242968186736106,0.5724057410657406,0.6741334041580558,23.594599060714245,0.7445589690469205
24,0.6689259884287359,0.7402985074626866,0.47058823529411764,0.9545454545454546,0.6415757808834315,0.6275492949876934,0.05984533824957908,0.3324600170832127,0.11379753483459354,2.5540277858264746,0.6499418506026268,0.8895997132174671,19.66869805008173,0.23798443991690876
25,0.6268807822661416,0.7138461538461539,0.38235294117647056,0.9545454545454546,1.4037449331022798,0.6275492949876934,0.05984533824957908,0.3324600170832127,0.11379753483459354,2.5540277858264746,0.6499418506026268,0.8895997132174671,19.66869805008173,0.23798443991690876
26,0.6371357525556492,0.691358024691358,0.3431372549019608,0.9261363636363636,0.6415757808834315,1.895396764902398,0.05984533824957908,0.3324600170832127,0.11379753483459354,2.5540277858264746,0.6499418506026268,0.8895997132174671,19.66869805008173,0.23798443991690876
27,0.6117384820206331,0.6811145510835914,0.35294117647058826,0.7727272727272727,0.6415757808834315,0.6275492949876934,0.3778290975373238,0.3324600170832127,0.11379753483459354,2.5540277858264746,0.6499418506026268,0.8895997132174671,19.66869805008173,0.23798443991690876
28,0.6941182074968508,0.7405247813411078,0.40816326530612246,0.9668508287292817,0.6415757808834315,0.6275492949876934,0.05984533824957908,0.28575819334946573,0.11379753483459354,2.5540277858264746,0.6499418506026268,0.8895997132174671,19.66869805008173,0.23798443991690876
29,0.718026538870977,0.7219251336898397,0.3584905660377358,0.9430051813471503,0.6415757808834315,0.6275492949876934,0.05984533824957908,0.3324600170832127,0.060303289247676736,2.5540277858264746,0.6499418506026268,0.8895997132174671,19.66869805008173,0.23798443991690876
30,0.6814248237836922,0.7499999999999999,0.46601941747572817,0.9662921348314607,0.6415757808834315,0.6275492949876934,0.05984533824957908,0.3324600170832127,0.11379753483459354,2.7591197380796073,0.6499418506026268,0.8895997132174671,19.66869805008173,0.23798443991690876
31,0.6689259884287359,0.7223880597014926,0.4215686274509804,0.9545454545454546,0.6415757808834315,0.6275492949876934,0.05984533824957908,0.3324600170832127,0.11379753483459354,2.5540277858264746,0.637882409542799,0.8895997132174671,19.66869805008173,0.23798443991690876
