f1,ari,exact_slip,cross_slip_rate,method,status
0.2718112558368149,0.09501195819310215,0.014476614699331848,0.7368617219530376,matching,OPTIMAL
0.6652477956825783,0.69699086002482,0.3619153674832962,0.1597477666841829,latent,FEASIBLE
