tag,method,seed,n_frag,disperse_sigma_mm,block_mm,unit_known_frac,unit_error_frac,coherence,radius,theta,n_arcs,arc_recall,solve_s,status,precision,recall,f1,exact_slip,clean_fragments,n_pred,n_true,ari,same_slip_precision,cross_slip_joins,cross_slip_rate
record,context_hard,2,1105,30.0,250.0,1.0,0.3,0.3741794310722101,3,2.9444389791664394,710,0.37636761487964987,32.0612268447876,OPTIMAL,0.6606334841628959,0.31947483588621445,0.4306784660766962,0.1696113074204947,0.3583710407239819,221,457,0.2961598501939122,0.8642533936651584,30,0.1357466063348416
record,context_soft,2,1105,30.0,250.0,1.0,0.3,0.3741794310722101,3,0.8472978603872034,3802,0.862144420131291,180.23780059814453,FEASIBLE,0.5914742451154529,0.7286652078774617,0.6529411764705882,0.38162544169611307,0.38280542986425337,563,457,0.6251195158775487,0.8117229129662522,106,0.1882770870337478
record,context_hard,0,1200,30.0,250.0,0.7,0.0,0.3111545988258317,1,1.7346010553881064,6498,0.7103718199608611,180.58042168617249,FEASIBLE,0.4680483592400691,0.5303326810176126,0.4972477064220184,0.19325153374233128,0.23666666666666666,579,511,0.4211214787119163,0.6563039723661486,199,0.34369602763385143
record,context_soft,0,1200,30.0,250.0,0.7,0.0,0.3111545988258317,1,1.7346010553881064,6738,0.8395303326810176,180.2953634262085,FEASIBLE,0.5235772357723577,0.6301369863013698,0.5719360568383659,0.2791411042944785,0.2916666666666667,615,511,0.4998830750351323,0.7203252032520325,172,0.27967479674796747
record,context_hard,1,1148,30.0,250.0,0.7,0.0,0.3340471092077088,1,1.7346010553881064,5765,0.7002141327623126,180.27706718444824,FEASIBLE,0.4680451127819549,0.5331905781584583,0.4984984984984985,0.2111801242236025,0.24825783972125434,532,467,0.4172520986747634,0.6766917293233082,172,0.32330827067669177
record,context_soft,1,1148,30.0,250.0,0.7,0.0,0.3340471092077088,1,1.7346010553881064,5964,0.8244111349036403,180.26296639442444,FEASIBLE,0.5051724137931034,0.6274089935760171,0.559694364851958,0.2950310559006211,0.2952961672473868,580,467,0.4859661583481945,0.7120689655172414,167,0.2879310344827586
record,context_hard,2,1105,30.0,250.0,0.7,0.0,0.28227571115973743,1,1.7346010553881064,5523,0.6958424507658644,180.3059685230255,FEASIBLE,0.44901960784313727,0.5010940919037199,0.4736297828335057,0.19081272084805653,0.24796380090497738,510,457,0.40879631015019235,0.6254901960784314,191,0.37450980392156863
record,context_soft,2,1105,30.0,250.0,0.7,0.0,0.28227571115973743,1,1.7346010553881064,5694,0.849015317286652,180.25926184654236,FEASIBLE,0.525,0.6433260393873085,0.5781710914454277,0.31095406360424027,0.32036199095022627,560,457,0.5171098092717953,0.7125,161,0.2875
record,context_hard,0,1200,30.0,250.0,0.4,0.0,0.0958904109589041,1,2.9444389791664394,4531,0.7338551859099804,180.2626371383667,FEASIBLE,0.492831541218638,0.538160469667319,0.5144995322731526,0.2116564417177914,0.26416666666666666,558,511,0.42539326343905115,0.6810035842293907,178,0.31899641577060933
record,context_soft,0,1200,30.0,250.0,0.4,0.0,0.0958904109589041,1,2.9444389791664394,4561,0.7632093933463796,180.24731922149658,FEASIBLE,0.5097001763668431,0.5655577299412916,0.536178107606679,0.2361963190184049,0.2816666666666667,567,511,0.44806423032369047,0.7037037037037037,168,0.2962962962962963
