tag,state,seed,n_frag,n_true_joins,top1,top5,top50,coherence,method,theta,theta_at_edge,solve_s,status,n_arcs,precision,recall,f1,exact_slip,clean_fragments,n_pred,n_true,ari,same_slip_precision,cross_slip_joins,cross_slip_rate
ablation,P4,2,1105,457,0.5010940919037199,0.737417943107221,0.9387308533916849,0.6039387308533917,full_no_notch,1.7346010553881064,False,0.4831879138946533,OPTIMAL,1439,0.5868852459016394,0.7833698030634574,0.6710402999062793,0.4134275618374558,0.38099547511312215,610,457,0.6668759511605034,0.8262295081967214,106,0.17377049180327864
ablation,P4,2,1105,457,0.5010940919037199,0.737417943107221,0.9387308533916849,0.6039387308533917,full_no_hand,1.7346010553881064,False,6.6274449825286865,OPTIMAL,1453,0.5745393634840871,0.75054704595186,0.6508538899430739,0.38162544169611307,0.3610859728506787,597,457,0.6071752335367581,0.7805695142378559,131,0.21943048576214408
ablation,P4,3,1121,473,0.5116279069767442,0.7463002114164905,0.9429175475687104,0.6046511627906976,latent,0.0,False,180.22124457359314,FEASIBLE,3108,0.6410684474123539,0.8118393234672304,0.7164179104477612,0.4107744107744108,0.41570026761819806,599,473,0.7268209911868361,0.8914858096828047,65,0.10851419031719534
ablation,P4,3,1121,473,0.5116279069767442,0.7463002114164905,0.9429175475687104,0.6046511627906976,no_length,0.8472978603872034,False,180.11218857765198,FEASIBLE,2291,0.5363636363636364,0.7484143763213531,0.6248896734333628,0.26262626262626265,0.28456735057983945,660,473,0.578460738304291,0.7772727272727272,147,0.22272727272727277
ablation,P4,3,1121,473,0.5116279069767442,0.7463002114164905,0.9429175475687104,0.6046511627906976,no_notch,-0.8472978603872036,False,180.17562675476074,FEASIBLE,4689,0.5838414634146342,0.8097251585623678,0.6784765279007972,0.36363636363636365,0.3514719000892061,656,473,0.7033918258625703,0.8338414634146342,109,0.16615853658536583
ablation,P4,3,1121,473,0.5116279069767442,0.7463002114164905,0.9429175475687104,0.6046511627906976,no_width,-1.3862943611198906,False,180.34895372390747,FEASIBLE,13918,0.5833333333333334,0.7991543340380549,0.6743978590544157,0.3771043771043771,0.3496877787689563,648,473,0.6842305595531589,0.8225308641975309,115,0.17746913580246915
ablation,P4,3,1121,473,0.5116279069767442,0.7463002114164905,0.9429175475687104,0.6046511627906976,no_strat,2.9444389791664394,False,180.20328617095947,FEASIBLE,4387,0.5114942528735632,0.5644820295983086,0.536683417085427,0.265993265993266,0.3006244424620874,522,473,0.4574787003014384,0.6915708812260536,161,0.3084291187739464
ablation,P4,3,1121,473,0.5116279069767442,0.7463002114164905,0.9429175475687104,0.6046511627906976,no_hand,1.7346010553881064,False,9.77002763748169,OPTIMAL,1330,0.6010544815465729,0.7230443974630021,0.656429942418426,0.367003367003367,0.3800178412132025,569,473,0.615797206616529,0.8224956063268892,101,0.17750439367311077
ablation,P4,3,1121,473,0.5116279069767442,0.7463002114164905,0.9429175475687104,0.6046511627906976,full,1.7346010553881064,False,3.2065632343292236,OPTIMAL,1356,0.6062602965403624,0.7780126849894292,0.6814814814814815,0.39057239057239057,0.38893844781445136,607,473,0.6670872921434762,0.8434925864909391,95,0.15650741350906094
ablation,P4,3,1121,473,0.5116279069767442,0.7463002114164905,0.9429175475687104,0.6046511627906976,full_no_notch,1.7346010553881064,False,0.32067155838012695,OPTIMAL,1356,0.5970394736842105,0.7674418604651163,0.6716003700277521,0.37037037037037035,0.3719892952720785,608,473,0.6542757317975432,0.8322368421052632,102,0.16776315789473684
